"","Pathway","Pathway.STID","Reaction","Reaction.STID","UniProtID","Oryza.sativa","Actinidia.chinensis","Aegilops.tauschii","Amborella.trichopoda","Arabidopsis.halleri","Arabidopsis.lyrata","Arabidopsis.thaliana","Arachis.duranensis","Arachis.ipaensis","Beta.vulgaris","Brachypodium.distachyon","Brassica.napus","Brassica.oleracea","Brassica.rapa","Cajanus.cajan","Capsicum.annuum","Chlamydomonas.reinhardtii","Chondrus.crispus","Cicer.arietinum","Citrus.sinensis","Coffea.canephora","Corchorus.capsularis","Cucumis.sativus","Cyanidioschyzon.merolae","Danio.rerio","Daucus.carota","Dioscorea.rotundata","Erythranthe.guttata","Eucalyptus.grandis","Fragaria.vesca","Galdieria.sulphuraria","Glycine.max","Gossypium.raimondii","Helianthus.annuus","Hordeum.vulgare","Jatropha.curcas","Leersia.perrieri","Lupinus.angustifolius","Malus.domestica","Manihot.esculenta","Medicago.truncatula","Musa.acuminata","Nicotiana.attenuata","Oryza.australiensis","Oryza.barthii","Oryza.brachyantha","Oryza.glaberrima","Oryza.glumaepatula","Oryza.longistaminata","Oryza.meridionalis","Oryza.meyeriana.var..granulata","Oryza.minuta","Oryza.nivara","Oryza.officinalis","Oryza.punctata","Oryza.rufipogon","Oryza.sativa.1","Oryza.sativa.aus.subgroup","Oryza.sativa.Indica.Group","Ostreococcus.lucimarinus","Panicum.hallii.FIL2","Panicum.hallii.var..hallii.HAL2","Phaseolus.vulgaris","Phoenix.dactylifera","Physcomitrella.patens","Picea.abies","Pinus.taeda","Populus.trichocarpa","Prunus.persica","Selaginella.moellendorffii","Setaria.italica","Solanum.lycopersicum","Solanum.tuberosum","Sorghum.bicolor","Synechocystis.sp..PCC.6803","Theobroma.cacao","Trifolium.pratense","Triticum.aestivum","Triticum.dicoccoides","Triticum.turgidum","Triticum.urartu","Vigna.angularis","Vigna.radiata","Vitis.vinifera","Zea.mays"
"168","Choline biosynthesis III","R-OSA-1119276","phosphoryl-choline+CTP->CDP-choline+diphosphate","R-OSA-1121268","Q6H513, Q7EYE4, Q9XFE5",3,2,1,1,2,2,1,1,3,1,3,9,5,5,2,0,0,0,2,3,1,1,1,0,0,4,3,1,1,1,0,5,2,3,1,1,3,4,4,1,2,5,2,4,3,3,2,3,3,1,4,3,2,2,3,3,0,0,3,0,3,3,3,1,3,1,2,4,2,2,3,1,1,3,0,1,2,7,4,3,2,2,2,2,4
"169","Chorismate biosynthesis","R-OSA-1119430","3-dehydroquinate dehydratase","R-OSA-1120129","B8A8A3, B8BM99, B9GDI1, Q0IMW8, Q0JMN4, Q0JMN6, Q5ZCU7, Q5ZCV1",2,2,1,3,1,1,1,1,1,2,1,5,3,3,4,1,1,1,2,6,1,2,2,1,0,1,2,1,0,3,1,3,2,3,1,1,1,2,6,3,1,3,2,3,1,1,1,1,1,1,6,3,0,4,1,1,0,0,1,1,1,1,3,2,1,1,1,4,3,2,1,1,2,1,1,3,1,3,2,3,1,4,3,3,1
"170","Chorismate biosynthesis","R-OSA-1119430","2-dehydro-3-deoxyphosphoheptonate aldolase","R-OSA-1120543","A2YNU0, A2YWD9, A2ZAB4, A3C7D9, Q0D4J5, Q0DRF3, Q10KC0, Q336R7, Q6YTT3, Q75LR2, Q75W15, Q75W16",4,4,2,1,3,3,3,2,1,2,4,10,5,5,1,2,1,1,2,4,2,1,1,1,0,3,3,1,1,2,2,4,1,8,3,1,4,5,8,2,2,5,0,4,4,4,5,4,2,3,4,3,4,2,4,4,0,1,4,1,4,4,3,3,7,3,3,1,1,2,4,2,4,4,0,1,2,5,4,2,2,3,4,1,5
"171","Chorismate biosynthesis","R-OSA-1119430","shikimate-kinase","R-OSA-1120248","A2X8F5, A2X9M5, A3AA85, B8ACS2, B8B486, B8BIA6, B8BIE8, B9F302, B9G765, Q01HY3, Q0DDG0, Q0DXJ9, Q0IVK8, Q0J9N6, Q0JRG4, Q336N7, Q5NTH3, Q5NTH4, Q655K8, Q6ZHB2, Q7X7H9, Q7XC20",7,7,6,2,3,3,3,7,10,3,5,8,4,3,6,4,0,0,9,14,4,4,5,0,0,3,3,3,5,5,0,12,9,5,6,5,4,12,6,4,4,9,5,22,6,7,6,6,1,6,27,13,5,12,7,6,0,1,7,0,5,5,5,8,1,6,8,6,4,4,4,6,6,4,1,4,5,17,8,12,5,6,5,5,6
"172","Chorismate biosynthesis","R-OSA-1119430","Shikimate 5-dehydrogenase","R-OSA-1121357","B8A8A3, B8BM99, B9GDI1, Q0IMW8, Q0JMN4, Q0JMN6, Q5ZCU7, Q5ZCV1",2,2,1,3,1,1,1,1,1,2,1,5,3,3,4,1,1,1,2,6,1,2,2,1,0,1,2,1,0,3,1,3,2,3,1,1,1,2,6,3,1,3,2,3,1,1,1,1,1,1,6,3,0,4,1,1,0,0,1,1,1,1,3,2,1,1,1,4,3,2,1,1,2,1,1,3,1,3,2,3,1,4,3,3,1
"173","Chorismate biosynthesis","R-OSA-1119430","Chorismate synthase","R-OSA-1120980","A2XEN6, A6MZS6, B8AKA5, Q10NY1",1,2,1,1,1,1,1,2,1,1,1,4,1,2,1,2,1,1,2,5,2,2,1,1,0,2,0,2,1,3,1,2,3,2,1,0,1,2,2,1,1,2,0,2,1,1,1,1,1,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,3,0,2,1,2,1,2,2,1,1,1,1,3,2,3,0,1,1,2,2
"174","Chorismate biosynthesis","R-OSA-1119430","3-dehydroquinate synthase","R-OSA-1120229","A2Z3J8, Q651F0",1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,1,0,2,1,1,1,0,0,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1,1,2,3,2,3,0,1,1,1,2
"175","Circadian rhythm","R-OSA-8933811","Formation of PIF3:PhyB complex under red light","R-OSA-8933726","Q0JNI9, Q10MG9",2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"176","Circadian rhythm","R-OSA-8933811","Formation of COP1:SPA1 complex","R-OSA-8933846","Q65XL7, Q6ZHH4",2,5,2,2,3,3,3,3,0,4,2,8,3,4,0,0,0,0,0,0,0,4,3,0,0,5,2,0,0,0,0,8,4,4,0,0,2,4,0,3,3,4,5,0,2,2,3,2,2,2,0,0,2,0,2,2,0,0,2,0,2,2,4,0,0,0,0,5,4,0,2,4,3,2,0,4,3,4,4,0,2,4,3,3,4
"177","Circadian rhythm","R-OSA-8933811","conversion of inactive PHYA into active PHYA","R-OSA-8933717","Q10DU0",1,3,1,1,1,1,1,2,2,1,2,4,2,2,2,1,0,0,4,2,1,1,2,0,0,0,1,2,1,1,0,4,2,3,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,4,3,1,2,1,1,0,0,1,0,1,1,2,2,8,1,1,1,1,2,1,1,1,1,1,1,1,3,2,3,1,2,2,1,2
"178","Circadian rhythm","R-OSA-8933811","Formation of FKF1:GI complex under blue light","R-OSA-8933765","Q2R2W1, Q9AWL7",2,0,0,0,0,0,0,3,3,0,2,0,0,0,0,2,0,0,3,2,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,2,0,3,0,0,3,0,22,2,2,0,2,2,2,35,2,2,7,2,2,0,0,2,0,2,2,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,5,4,5,2,0,0,0,4
"179","Circadian rhythm","R-OSA-8933811","Phosphorylation of CCA1","R-OSA-8933729","Q0J7W9, Q336R6, Q84RS4, Q8W5G9",4,11,4,3,7,7,7,4,0,3,4,24,12,13,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,14,11,3,0,3,12,0,6,5,9,0,0,4,4,5,3,4,3,0,0,4,0,4,4,0,0,4,0,4,4,0,0,0,0,0,8,5,0,4,6,0,4,0,4,6,11,7,0,3,5,2,4,7
"180","Circadian rhythm","R-OSA-8933811","Formation of PIF3:PhyA complex unde red light","R-OSA-8933795","Q0JNI9, Q10DU0",2,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,2,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"181","Circadian rhythm","R-OSA-8933811","Stabilization of ZTL","R-OSA-8933838","Q5Z8K3, Q67UX0, Q9AWL7",3,0,3,0,0,0,0,4,4,0,3,0,0,0,4,2,0,0,3,2,2,0,0,0,0,0,0,4,2,2,0,0,0,0,3,2,3,0,4,0,0,4,0,24,3,3,0,3,3,3,12,5,3,7,3,3,0,0,3,0,3,3,0,4,0,2,0,0,0,0,3,0,0,3,0,0,0,9,6,2,3,0,0,0,5
"182","Circadian rhythm","R-OSA-8933811","conversion of active PHYB into inactive PHYB","R-OSA-8933809","Q10MG9",1,2,1,0,2,2,2,1,1,1,1,3,2,1,1,2,0,0,1,1,1,1,1,0,0,2,2,1,1,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,4,2,1,1,1,1,0,1,1,0,1,1,1,2,0,1,3,2,1,0,1,2,2,1,1,1,1,3,2,1,0,1,1,1,2
"183","Circadian rhythm","R-OSA-8933811","conversion of active PHYA into inactive PHYA","R-OSA-8933819","Q10DU0",1,3,1,1,1,1,1,2,2,1,2,4,2,2,2,1,0,0,4,2,1,1,2,0,0,0,1,2,1,1,0,4,2,3,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,4,3,1,2,1,1,0,0,1,0,1,1,2,2,8,1,1,1,1,2,1,1,1,1,1,1,1,3,2,3,1,2,2,1,2
"184","Circadian rhythm","R-OSA-8933811","conversion of inactive PHYB into active PHYB","R-OSA-8933727","Q10MG9",1,2,1,0,2,2,2,1,1,1,1,3,2,1,1,2,0,0,1,1,1,1,1,0,0,2,2,1,1,2,0,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,4,2,1,1,1,1,0,1,1,0,1,1,1,2,0,1,3,2,1,0,1,2,2,1,1,1,1,3,2,1,0,1,1,1,2
"185","Citrulline biosynthesis","R-OSA-1119495","ornithine aminotransferase (L-glutamate-5-semialdehyde to L-ornithine)","R-OSA-5633265","A2XK24, B8ANL7, B9F9X9, Q10G56, Q60DP3",1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,5,2,0,1,0,3,1,1,1,1,1,0,2,2,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1
"186","Citrulline biosynthesis","R-OSA-1119495","Glutaminase","R-OSA-1120178","B8B0C7, Q0DD19, Q43011, Q6YV23",2,4,3,2,4,5,3,3,3,3,2,8,4,4,2,3,2,2,2,9,2,2,2,2,0,2,2,2,2,3,2,5,3,3,3,2,2,3,5,2,3,2,1,4,2,2,1,2,2,2,4,2,2,2,2,2,0,0,2,2,2,2,2,2,6,3,1,3,3,5,3,2,2,2,1,2,3,9,6,7,3,3,3,1,3
"187","Citrulline biosynthesis","R-OSA-1119495","arginase","R-OSA-1120114","B8AU84, Q01HW5, Q7X7N2",1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,0,0,1,9,1,1,1,0,0,1,1,1,1,1,0,4,1,1,1,1,0,1,2,1,3,2,1,2,1,1,1,1,0,0,4,3,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,2,3,2,2,1,1,1,1,1
"188","Citrulline biosynthesis","R-OSA-1119495","ornithine carbamoyltransferase (L-ornithine to L-citrulline)","R-OSA-5633269","A6N096, B8AH93, Q0DYB2, Q6YVI0",1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,2,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,2,1,1,1,1,1,1,2,1,1,1,1,1,0,2,1,0,1,1,0,1,3,3,1,0,1,2,1,1,2,1,1,1,1,3,2,1,0,0,0,1,8
"189","Citrulline-nitric oxide cycle","R-OSA-5633340","Argininosuccinate lyase","R-OSA-1121070","B8AMG4, Q10MK5",1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,1,0,1,1,0,1,3,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"190","Citrulline-nitric oxide cycle","R-OSA-5633340","argininosuccinate synthetase","R-OSA-1120995","A2ZJA1, A6MZE7, A6N0P4, Q2QVC1, Q53QJ9",2,2,1,1,0,1,1,1,1,1,1,0,0,2,1,1,1,0,1,1,1,1,1,1,0,1,1,2,1,2,1,5,1,2,1,1,1,3,4,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,1,1,2,2,1,3,2,2,3,1,1,1,1,1,1,0,3,2,2,1,1,0,0,1
"191","Citrulline-nitric oxide cycle","R-OSA-5633340","L-arginine+NADPH+H++oxygen->L-citrulline+nitric oxide+NADP++H2O","R-OSA-5633341","A2ZJA1, A6MZE7, A6N0P4, Q2QVC1, Q6YPG5",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,2,1,1,1,1,0,1,1,1,1,1,0,3,1,1,1,1,1,1,4,10,1,3,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,0,1,0,1,1,3,2,2,0,1,1,1,1
"192","CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)","R-OSA-1119532","2-dehydro-3-deoxyphosphooctonate aldolase","R-OSA-1119993","B8BNM6, Q0IPE5, Q84P87",1,1,1,2,2,2,2,1,1,1,1,4,2,2,1,1,0,0,3,1,1,0,1,0,0,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,8,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,2,3,2,0,1,1,1,1,1
"193","CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)","R-OSA-1119532","3-deoxy-manno-octulosonate cytidylyltransferase","R-OSA-1119876","B8AWQ3, Q688Y2",1,3,1,2,1,1,1,1,2,1,1,4,2,2,1,2,0,0,1,6,1,1,1,0,0,1,0,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,1,0,0,1,0,1,1,1,3,2,2,0,2,2,2,1,0,2,1,0,1,1,3,2,3,1,1,1,2,1
"194","Coumarin biosynthesis (via 2-coumarate)","R-OSA-1119284","coumarinic acid-beta-D-glucoside+H2O->coumarinate+beta-D-glucose","R-OSA-1121655","A2XL42, A6MZR0, Q10EB0, Q10EB1, Q10EB2, Q42975, Q75I93",1,1,1,4,2,2,2,1,1,1,2,4,2,2,0,2,0,0,1,10,1,0,3,0,0,3,0,0,0,1,0,2,9,1,1,0,1,1,1,1,3,0,0,4,0,1,1,0,1,1,1,1,0,2,1,0,0,3,0,0,1,1,1,1,0,1,0,0,1,2,1,1,2,2,0,4,2,5,4,6,2,1,1,2,2
"195","Crocetin biosynthesis","R-OSA-1119404","zeaxanthin+O2->crocetin dialdehyde+hydroxy-beta-cyclocitral","R-OSA-1120909","Q33AP0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"196","Cyanate degradation","R-OSA-1119586","carbonic anhydrase","R-OSA-5683270","A2X5P2, A2XT75, A2YVC6, A2YVC7, A2YW42, A2YW47, A2ZBJ8, A2ZI48, B7E3S3, B8ARK6, B8BB32, B8BBK8, B8BCM5, B9G0Y9, B9G1C9, C7J5F5, C7J5T9, Q01IT4, Q0JDD2, Q0JKY8, Q2QXK5, Q53LU8, Q67UA4, Q69MC9, Q6EPY7, Q6YZ76, Q6YZ80, Q6Z9S0, Q6Z9S4, Q7XVG9, Q8GTK1",12,9,15,2,6,7,7,4,4,6,6,19,11,6,8,5,0,0,9,47,6,5,3,0,0,4,3,8,6,8,0,14,13,17,6,7,10,7,17,11,11,5,3,10,8,10,9,8,8,4,13,25,5,10,7,6,0,2,10,0,10,10,9,6,2,16,9,10,14,14,11,4,4,10,2,8,9,47,23,20,10,9,8,7,12
"197","Cyanate degradation","R-OSA-1119586","Cyanate lyase","R-OSA-1121472","A2Z8F9, A3C5N1, Q9FWK4",1,1,1,1,0,2,1,2,1,1,1,2,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,6,3,3,1,1,1,1,1
"198","Cysteine biosynthesis I","R-OSA-1119331","Cysteine synthase","R-OSA-1121623","A2ZMY2, A3CJM0, A6N033, A6N135, B8AA84, Q0ILS7, Q10CX4, Q10CX6, Q2QLX5, Q5JNB0, Q9XEA6, Q9XEA8",3,6,2,3,7,8,7,3,3,3,2,23,10,11,4,3,3,1,5,10,2,1,6,1,0,5,3,2,4,3,1,13,6,5,1,3,3,8,4,7,9,3,1,5,3,2,3,2,2,2,6,7,2,5,3,3,0,0,1,1,2,2,6,2,2,1,2,11,4,6,2,2,2,2,2,4,9,6,3,4,1,5,4,7,3
"199","Cysteine biosynthesis I","R-OSA-1119331","Serine O-acetyltransferase","R-OSA-1120367","A2WUJ7, A2X259, A2XC56, A2XDJ1, Q0DGG8, Q0DUI1, Q10QH1, Q10S58, Q6ZHU3, Q8W0E4",6,4,3,3,4,5,5,4,4,2,3,13,7,7,2,3,1,1,4,2,3,3,3,2,0,3,2,2,2,2,2,10,4,5,2,2,3,7,6,4,4,5,3,5,3,3,3,2,1,4,5,3,4,1,3,3,0,0,4,1,3,3,6,1,4,4,1,5,4,6,2,4,4,3,1,3,3,8,5,3,2,5,4,3,3
"200","Cysteine degradation","R-OSA-1119612","Conversion of L-Cys to sulfide","R-OSA-9612362","Q9LGZ2",1,4,1,1,2,2,2,1,1,1,1,4,2,2,3,2,0,0,3,3,2,0,1,0,0,2,2,0,0,3,0,5,3,2,0,0,1,2,3,4,3,3,2,2,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,0,1,1,3,1,2,3,1,4,5,3,1,2,2,1,1,2,3,3,2,2,1,3,2,2,1
"201","Cysteine degradation","R-OSA-1119612","Conversion of 3-mercaptopyruvate to pyruvate","R-OSA-9612402","A2ZMK2, Q0IM09, Q2QMD4",1,2,1,1,2,2,2,1,1,1,1,8,4,3,1,1,1,1,1,6,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,1,2,5,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,0,1,2,1,1,1,1,0,1,0,0,2,1,2,1,2,1,1,0,1,1,3,2,2,1,1,1,1,1
"202","Cysteine degradation","R-OSA-1119612","Conversion of L-Cys to L-Ala","R-OSA-5606288","Q6ERL4",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,2,3,1,1,1,1,4,1,1,1,1,1,1,4,3,1,2,1,1,0,0,1,1,2,2,1,0,2,1,0,1,1,2,2,1,1,1,0,1,1,3,2,1,1,1,1,3,1
"203","Cysteine degradation","R-OSA-1119612","Formation of sulfite","R-OSA-9612370","Q5QLQ5",1,1,1,1,1,1,1,1,0,1,1,4,2,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,2,3,1,1,0,1,1,0,1,1,2,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,2,0,0,2,1,2,1,2,2,1,0,2,2,3,2,0,1,1,1,2,1
"204","Cysteine degradation","R-OSA-1119612","Conversion of sulfite to sulfate","R-OSA-9612379","Q2QS20",1,2,0,1,1,1,1,0,0,1,0,4,2,2,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,0,1,2,2,2,0,0,1,2,0,2,2,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,3,0,0,1,2,2,1,1,1,1,0,1,2,0,0,0,0,1,1,1,0
"205","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","trans-zeatin+UDP-D-glucose->trans-zeatin-7-N-glucoside+UDP","R-OSA-1121046","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"206","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","benzyladenine+UDP-D-glucose->benzyladenine-7-N-glucoside+UDP","R-OSA-1120769","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"207","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","isopentenyladenine+UDP-D-glucose->isopentenyladenine-7-N-glucoside+UDP","R-OSA-1120309","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"208","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","dihydrozeatin+UDP-D-glucose->dihydrozeatin-7-N-dihydrozeatin+UDP","R-OSA-1121164","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"209","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","trans-zeatin-O-glucoside+UDP-D-glucose->trans-zeatin-O-glucoside-7-N-glucoside+UDP","R-OSA-1120934","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"210","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","kinetin+UDP-D-glucose->kinetin-7-N-glucoside+UDP","R-OSA-1121503","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"211","Cytokinins 7-N-glucoside biosynthesis","R-OSA-1119292","cis-zeatin+UDP-D-glucose->cis-zeatin-7-N-glucoside+UDP","R-OSA-1119803","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"212","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1119375","isopentenyladenine+UDP-D-glucose->isopentenyladenine-9-N-glucoside+UDP","R-OSA-1119788","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
"213","Cytokinins 9-N-glucoside biosynthesis","R-OSA-1119375","benzyladenine+UDP-D-glucose->benzyladenine-9-N-glucoside+UDP","R-OSA-1120346","A2WLA3, A2YJS7, A2YJT0, A3BI52, B8AMP5, B9F723, Q0D7J0, Q7XI35, Q852C2, Q8H3T8, Q94GD5, Q9FU67, Q9FU68, Q9FU69",6,17,6,4,6,5,10,7,4,5,6,22,16,17,30,20,0,0,19,32,17,7,7,0,0,12,1,2,11,10,0,18,18,27,4,4,2,9,0,17,13,0,3,2,1,3,4,4,5,2,9,2,2,2,2,1,0,1,6,0,2,3,14,14,0,21,14,8,16,0,5,4,1,7,1,14,15,23,12,45,7,13,3,10,3
