"UniProtID","PathwayID","Pathway.name","reaction.ID","Plant.Reactome.webcite","Reaction.name","plant.species"
"A2ZDV4","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113215","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113215","Vesicle budding","Oryza sativa"
"A2ZDV4","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113220","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113220","Loss of Sar1p GTPase","Oryza sativa"
"A2ZEX7","R-OSA-1119531","Flavonoid biosynthesis","R-OSA-1119714","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119714","4-coumaroyl-CoA+coumaroyl-CoA+malonyl-CoA+NADPH->isoliquiritigenin+coenzyme A+CO2+NADP++H2O","Oryza sativa"
"A2ZEX7","R-OSA-1119531","Flavonoid biosynthesis","R-OSA-1120784","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120784","Naringenin-chalcone synthase","Oryza sativa"
"A2ZF17","R-OSA-1119533","TCA cycle (plant)","R-OSA-1120092","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120092","oxaloacetate + acetyl-CoA + H2O => citrate + CoA-SH","Oryza sativa"
"A2ZF67","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1120738","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120738","a phosphatidylcholine+H2O->a 1-acyl-2-lyso-glycerophosphocholine+linolenate","Oryza sativa"
"A2ZFV6","R-OSA-1119410","Ascorbate biosynthesis","R-OSA-5683282","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5683282","mannose-6-phosphate->fructose-6-phosphate","Oryza sativa"
"A2ZFV6","R-OSA-1119410","Ascorbate biosynthesis","R-OSA-1121447","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121447","Mannose-6-phosphate isomerase","Oryza sativa"
"A2ZFV6","R-OSA-1119595","Mannose degradation","R-OSA-5683282","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5683282","mannose-6-phosphate->fructose-6-phosphate","Oryza sativa"
"A2ZFV6","R-OSA-1119595","Mannose degradation","R-OSA-1121447","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121447","Mannose-6-phosphate isomerase","Oryza sativa"
"A2ZFV6","R-OSA-1119628","GDP-mannose metabolism","R-OSA-5683282","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5683282","mannose-6-phosphate->fructose-6-phosphate","Oryza sativa"
"A2ZFV6","R-OSA-1119628","GDP-mannose metabolism","R-OSA-1121447","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121447","Mannose-6-phosphate isomerase","Oryza sativa"
"A2ZHX2","R-OSA-1119438","Secologanin and strictosidine biosynthesis","R-OSA-1120512","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120512","Strictosidine synthase","Oryza sativa"
"A2ZI48","R-OSA-1119586","Cyanate degradation","R-OSA-5683270","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5683270","carbonic anhydrase","Oryza sativa"
"A2ZIP4","R-OSA-1119353","Linear furanocoumarin biosynthesis","R-OSA-1120376","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120376","umbelliferone+dimethylallyl-PP->demethylsuberosin+diphosphate","Oryza sativa"
"A2ZIP5","R-OSA-1119353","Linear furanocoumarin biosynthesis","R-OSA-1120376","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120376","umbelliferone+dimethylallyl-PP->demethylsuberosin+diphosphate","Oryza sativa"
"A2ZJ03","R-OSA-1119506","tyrosine degradation I","R-OSA-1120380","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120380","Maleylacetoacetate isomerase","Oryza sativa"
"A2ZJA1","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1120999","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120999","O-ureidohomoserine+L-aspartate+ATP->canavaninosuccinate+AMP+diphosphate","Oryza sativa"
"A2ZJA1","R-OSA-1119263","Arginine biosynthesis I","R-OSA-1120995","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120995","argininosuccinate synthetase","Oryza sativa"
"A2ZJA1","R-OSA-1119263","Arginine biosynthesis I","R-OSA-5633341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633341","L-arginine+NADPH+H++oxygen->L-citrulline+nitric oxide+NADP++H2O","Oryza sativa"
"A2ZJA1","R-OSA-1119444","Canavanine biosynthesis","R-OSA-1120999","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120999","O-ureidohomoserine+L-aspartate+ATP->canavaninosuccinate+AMP+diphosphate","Oryza sativa"
"A2ZJA1","R-OSA-1119444","Canavanine biosynthesis","R-OSA-1120995","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120995","argininosuccinate synthetase","Oryza sativa"
"A2ZJA1","R-OSA-1119444","Canavanine biosynthesis","R-OSA-5633341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633341","L-arginine+NADPH+H++oxygen->L-citrulline+nitric oxide+NADP++H2O","Oryza sativa"
"A2ZJA1","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1120999","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120999","O-ureidohomoserine+L-aspartate+ATP->canavaninosuccinate+AMP+diphosphate","Oryza sativa"
"A2ZJA1","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-1120995","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120995","argininosuccinate synthetase","Oryza sativa"
"A2ZJA1","R-OSA-1119622","Arginine biosynthesis II (acetyl cycle)","R-OSA-5633341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633341","L-arginine+NADPH+H++oxygen->L-citrulline+nitric oxide+NADP++H2O","Oryza sativa"
"A2ZJA1","R-OSA-5633340","Citrulline-nitric oxide cycle","R-OSA-1120999","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120999","O-ureidohomoserine+L-aspartate+ATP->canavaninosuccinate+AMP+diphosphate","Oryza sativa"
"A2ZJA1","R-OSA-5633340","Citrulline-nitric oxide cycle","R-OSA-1120995","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120995","argininosuccinate synthetase","Oryza sativa"
"A2ZJA1","R-OSA-5633340","Citrulline-nitric oxide cycle","R-OSA-5633341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5633341","L-arginine+NADPH+H++oxygen->L-citrulline+nitric oxide+NADP++H2O","Oryza sativa"
"A2ZKN2","R-OSA-1119294","Gibberellin biosynthesis III (early C-13 hydroxylation)","R-OSA-1119676","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119676","GA20+alpha-ketoglutarate+O2->GA1+succinate+CO2","Oryza sativa"
"A2ZLJ3","R-OSA-1119314","Cellulose biosynthesis","R-OSA-1120592","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120592","Cellulose synthase (UDP-forming)","Oryza sativa"
"A2ZLJ3","R-OSA-1119314","Cellulose biosynthesis","R-OSA-9630383","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9630383","Expression of CSLD4","Oryza sativa"
"A2ZLJ3","R-OSA-9627657","Regulation of leaf development","R-OSA-1120592","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120592","Cellulose synthase (UDP-forming)","Oryza sativa"
"A2ZLJ3","R-OSA-9627657","Regulation of leaf development","R-OSA-9630383","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9630383","Expression of CSLD4","Oryza sativa"
"A2ZLL4","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLL4","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLL4","R-OSA-1119566","Divinyl ether biosynthesis II (13-LOX)","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLL4","R-OSA-1119566","Divinyl ether biosynthesis II (13-LOX)","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLL4","R-OSA-1119618","13-LOX and 13-HPL pathway","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLL4","R-OSA-1119618","13-LOX and 13-HPL pathway","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLM2","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLM2","R-OSA-1119332","Jasmonic acid biosynthesis","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLM2","R-OSA-1119566","Divinyl ether biosynthesis II (13-LOX)","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLM2","R-OSA-1119566","Divinyl ether biosynthesis II (13-LOX)","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLM2","R-OSA-1119618","13-LOX and 13-HPL pathway","R-OSA-1119658","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119658","O2+linolenate->13-HPOT","Oryza sativa"
"A2ZLM2","R-OSA-1119618","13-LOX and 13-HPL pathway","R-OSA-1120511","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120511","Lipoxygenase","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113220","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113220","Loss of Sar1p GTPase","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113215","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113215","Vesicle budding","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113218","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113218","Coat Assembly","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113222","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113222","Vesicle uncoating","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113221","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113221","Cargo, Sec31p:Sec13p, and v-SNARE recruitment","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113220","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113220","Loss of Sar1p GTPase","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113215","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113215","Vesicle budding","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113218","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113218","Coat Assembly","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113222","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113222","Vesicle uncoating","Oryza sativa"
"A2ZLM3","R-OSA-1112998","Intracellular transport: COPII (Coat Protein 2) mediated vesicle transport","R-OSA-1113221","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1113221","Cargo, Sec31p:Sec13p, and v-SNARE recruitment","Oryza sativa"
"A2ZLS4","R-OSA-1119273","Lysine biosynthesis I","R-OSA-1120389","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120389","diaminopimelate epimerase","Oryza sativa"
"A2ZLS4","R-OSA-1119273","Lysine biosynthesis I","R-OSA-5606486","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5606486","diaminopimelate epimerase plastidic","Oryza sativa"
"A2ZLS4","R-OSA-1119283","Lysine biosynthesis II","R-OSA-1120389","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120389","diaminopimelate epimerase","Oryza sativa"
"A2ZLS4","R-OSA-1119283","Lysine biosynthesis II","R-OSA-5606486","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5606486","diaminopimelate epimerase plastidic","Oryza sativa"
"A2ZLS4","R-OSA-1119419","Lysine biosynthesis VI","R-OSA-1120389","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120389","diaminopimelate epimerase","Oryza sativa"
"A2ZLS4","R-OSA-1119419","Lysine biosynthesis VI","R-OSA-5606486","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5606486","diaminopimelate epimerase plastidic","Oryza sativa"
"A2ZMF1","R-OSA-5608118","Auxin signalling","R-OSA-5608177","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608177","Ubiquitination and degradation of AUX/IAA","Oryza sativa"
"A2ZMF1","R-OSA-5608118","Auxin signalling","R-OSA-5608208","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608208","ARF inactivation by AUX/IAA","Oryza sativa"
"A2ZMF1","R-OSA-5608118","Auxin signalling","R-OSA-5608104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608104","TIRI-IAA-AUX/IAA interaction (Auxin binds TIR1 and Aux/IAA)","Oryza sativa"
"A2ZMI7","R-OSA-1119349","S-methylmethionine cycle","R-OSA-1121136","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121136","homocysteine S-methyltransferase","Oryza sativa"
"A2ZMI7","R-OSA-1119349","S-methylmethionine cycle","R-OSA-1120502","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120502","S-methyl-L-methionine+L-homocysteine->L-methionine","Oryza sativa"
"A2ZMI7","R-OSA-1119400","Methionine biosynthesis II","R-OSA-1121136","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121136","homocysteine S-methyltransferase","Oryza sativa"
"A2ZMI7","R-OSA-1119400","Methionine biosynthesis II","R-OSA-1120502","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120502","S-methyl-L-methionine+L-homocysteine->L-methionine","Oryza sativa"
"A2ZMK2","R-OSA-1119612","Cysteine degradation","R-OSA-9612402","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9612402","Conversion of 3-mercaptopyruvate to pyruvate","Oryza sativa"
"A2ZMX3","R-OSA-1119400","Methionine biosynthesis II","R-OSA-1120370","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120370","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase","Oryza sativa"
"A2ZMX3","R-OSA-1119501","S-adenosyl-L-methionine cycle","R-OSA-1120370","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120370","5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase","Oryza sativa"
"A2ZMY2","R-OSA-1119331","Cysteine biosynthesis I","R-OSA-1121623","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121623","Cysteine synthase","Oryza sativa"
"A2ZNC6","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1121158","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121158","2'-hydroxypseudobaptigenin+NADPH->(-)-sophorol+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1120912","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120912","2-hydroxyformononetin+NADPH->(-)-vestitone+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1120938","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120938","leucocyanidin+NADPH->2,3-trans-catechin+NADP++H2O","Oryza sativa"
"A2ZNC6","R-OSA-1119395","Maackiain biosynthesis","R-OSA-1120338","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120338","leucopelargonidin+NADPH->afzelechin+NADP++H2O","Oryza sativa"
"A2ZNC6","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1121158","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121158","2'-hydroxypseudobaptigenin+NADPH->(-)-sophorol+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1120912","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120912","2-hydroxyformononetin+NADPH->(-)-vestitone+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1120938","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120938","leucocyanidin+NADPH->2,3-trans-catechin+NADP++H2O","Oryza sativa"
"A2ZNC6","R-OSA-1119453","Medicarpin biosynthesis","R-OSA-1120338","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120338","leucopelargonidin+NADPH->afzelechin+NADP++H2O","Oryza sativa"
"A2ZNC6","R-OSA-1119471","Proanthocyanidin biosynthesis from flavanols","R-OSA-1121158","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121158","2'-hydroxypseudobaptigenin+NADPH->(-)-sophorol+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119471","Proanthocyanidin biosynthesis from flavanols","R-OSA-1120912","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120912","2-hydroxyformononetin+NADPH->(-)-vestitone+NADP+","Oryza sativa"
"A2ZNC6","R-OSA-1119471","Proanthocyanidin biosynthesis from flavanols","R-OSA-1120938","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120938","leucocyanidin+NADPH->2,3-trans-catechin+NADP++H2O","Oryza sativa"
"A2ZNC6","R-OSA-1119471","Proanthocyanidin biosynthesis from flavanols","R-OSA-1120338","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120338","leucopelargonidin+NADPH->afzelechin+NADP++H2O","Oryza sativa"
"A2ZPQ4","R-OSA-1119330","Alanine biosynthesis II","R-OSA-1119932","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119932","Tryptophan aminotransferase","Oryza sativa"
"A2ZPQ4","R-OSA-1119330","Alanine biosynthesis II","R-OSA-1119647","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119647","Alanine aminotransferase","Oryza sativa"
"A2ZPQ4","R-OSA-1119486","IAA biosynthesis I","R-OSA-1119932","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119932","Tryptophan aminotransferase","Oryza sativa"
"A2ZPQ4","R-OSA-1119486","IAA biosynthesis I","R-OSA-1119647","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119647","Alanine aminotransferase","Oryza sativa"
"A2ZPY1","R-OSA-1119482","IAA conjugate biosynthesis I","R-OSA-1121493","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121493","delphinidin-3-O-beta-D-glucoside+UDP-D-glucose->delphinidin-3,5-diglucoside+UDP","Oryza sativa"
"A2ZPY1","R-OSA-1119482","IAA conjugate biosynthesis I","R-OSA-1120913","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120913","indole-3-acetate beta-glucosyltransferase","Oryza sativa"
"A2ZPY1","R-OSA-1119550","Gentiodelphin biosynthesis","R-OSA-1121493","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121493","delphinidin-3-O-beta-D-glucoside+UDP-D-glucose->delphinidin-3,5-diglucoside+UDP","Oryza sativa"
"A2ZPY1","R-OSA-1119550","Gentiodelphin biosynthesis","R-OSA-1120913","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120913","indole-3-acetate beta-glucosyltransferase","Oryza sativa"
"A2ZQ69","R-OSA-1119570","Cytosolic glycolysis","R-OSA-1120505","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120505","D-fructose-6-phosphate + ATP => D-fructose 1,6-bisphosphate + ADP  [cytosol]","Oryza sativa"
"A2ZQV5","R-OSA-1119496","Pantothenate biosynthesis I","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2ZQV5","R-OSA-1119544","Pantothenate biosynthesis II","R-OSA-1119703","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119703","3-methyl-2-oxobutanoate hydroxymethyltransferase","Oryza sativa"
"A2ZRY8","R-OSA-5608118","Auxin signalling","R-OSA-5608177","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608177","Ubiquitination and degradation of AUX/IAA","Oryza sativa"
"A2ZRY8","R-OSA-5608118","Auxin signalling","R-OSA-5608104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608104","TIRI-IAA-AUX/IAA interaction (Auxin binds TIR1 and Aux/IAA)","Oryza sativa"
"A2ZRY8","R-OSA-5608118","Auxin signalling","R-OSA-5608208","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5608208","ARF inactivation by AUX/IAA","Oryza sativa"
"A2ZSE1","R-OSA-1119563","UDP-D-xylose biosynthesis","R-OSA-1119681","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119681","UDP-glucuronate decarboxylase","Oryza sativa"
"A2ZSE2","R-OSA-1119563","UDP-D-xylose biosynthesis","R-OSA-1119681","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1119681","UDP-glucuronate decarboxylase","Oryza sativa"
"A2ZSY6","R-OSA-1119370","Sterol biosynthesis","R-OSA-1120757","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120757","(4alpha)-methyl-(5alpha)-ergosta-8,14,24(28)-trien-3beta-ol+NADPH->4alpha-methylfecosterol+NADP+","Oryza sativa"
"A2ZVT2","R-OSA-1119450","Homocysteine biosynthesis","R-OSA-1121345","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121345","Homoserine O-acetyltransferase","Oryza sativa"
"A2ZW27","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1121034","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121034","ketol-acid reductoisomerase","Oryza sativa"
"A2ZW27","R-OSA-1119460","Isoleucine biosynthesis from threonine","R-OSA-1120842","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120842","ketol-acid reductoisomerase","Oryza sativa"
"A2ZW27","R-OSA-1119600","Valine biosynthesis","R-OSA-1121034","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121034","ketol-acid reductoisomerase","Oryza sativa"
"A2ZW27","R-OSA-1119600","Valine biosynthesis","R-OSA-1120842","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120842","ketol-acid reductoisomerase","Oryza sativa"
"A2ZWW6","R-OSA-1119438","Secologanin and strictosidine biosynthesis","R-OSA-1120512","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120512","Strictosidine synthase","Oryza sativa"
"A2ZWY2","R-OSA-5367729","Strigolactone biosynthesis","R-OSA-5367770","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5367770","carlactone [cytosol]->strigolactone [cytosol]","Oryza sativa"
"A2ZWY3","R-OSA-5367729","Strigolactone biosynthesis","R-OSA-5367770","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5367770","carlactone [cytosol]->strigolactone [cytosol]","Oryza sativa"
"A2ZWY7","R-OSA-5367729","Strigolactone biosynthesis","R-OSA-5367770","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5367770","carlactone [cytosol]->strigolactone [cytosol]","Oryza sativa"
"A2ZXE2","R-OSA-1119278","PRPP biosynthesis I","R-OSA-1120700","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120700","ribose-phosphate diphosphokinase","Oryza sativa"
"A2ZXS1","R-OSA-5367729","Strigolactone biosynthesis","R-OSA-5367748","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-5367748","9-cis-10'-apo-beta-carotenal [plastid stroma]->(2E,4E,6E)-7-hydroxy-4-methylhepta-2,4,6-trienal [plastid stroma]","Oryza sativa"
"A2ZXX0","R-OSA-1119309","Aminopropanol biosynthesis","R-OSA-9032265","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9032265","L-threonine 3-dehydrogenase","Oryza sativa"
"A2ZXZ9","R-OSA-1119312","Photorespiration","R-OSA-1120522","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120522","Phosphoglycolate phosphatase","Oryza sativa"
"A2ZYK7","R-OSA-1119260","Cardiolipin biosynthesis","R-OSA-1120883","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120883","CDP-diacylglycerol+glycerol-3-phosphate-->phosphatidylglycerol phosphate+CMP","Oryza sativa"
"A3A121","R-OSA-1119407","Ureide biosynthesis","R-OSA-9025232","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-9025232","IMP dehydrogenase","Oryza sativa"
"A3A285","R-OSA-1119360","Fructan biosynthesis","R-OSA-1120177","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120177","sucrose+sucrose->1-kestotriose+beta-D-glucose","Oryza sativa"
"A3A2T3","R-OSA-1119494","Tryptophan biosynthesis","R-OSA-1120276","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120276","Anthranilate phosphoribosyltransferase","Oryza sativa"
"A3A3J1","R-OSA-1119287","Vitamin E biosynthesis","R-OSA-1120341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120341","4-hydroxyphenylpyruvate dioxygenase","Oryza sativa"
"A3A3J1","R-OSA-1119506","tyrosine degradation I","R-OSA-1120341","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120341","4-hydroxyphenylpyruvate dioxygenase","Oryza sativa"
"A3A3Y3","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1120627","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120627","sinapaldehyde+NADPH->sinapyl-alcohol+NADP+","Oryza sativa"
"A3A3Y3","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1121626","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121626","coniferyl aldehyde+NADPH->coniferyl alcohol+NADP+","Oryza sativa"
"A3A3Y3","R-OSA-1119316","Phenylpropanoid biosynthesis","R-OSA-1121401","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1121401","coumaraldehyde+NADPH->coumaryl-alcohol+NADP+","Oryza sativa"
"A3A4D0","R-OSA-1119473","Cytokinins-O-glucoside biosynthesis","R-OSA-1120104","http://plantreactome.gramene.org/PathwayBrowser/#/R-OSA-1120104","cis-zeatin+UDP-D-glucose->cis-zeatin-O-glucoside+UDP","Oryza sativa"
